WIPY,0.0
SSGD,0.036360625
FGGK,0.0
WYIR,0.0
WYIP,0.0
TRAT,0.03169
EIRD,0.0
EIRF,0.0
EIRG,0.0
VNTP,0.0
EIRA,0.0
VNTR,0.001276
EIRC,0.0
EIRL,0.0
EIRN,0.0
EIRI,0.0
EIRK,0.0
EIRT,0.0
VNTE,0.0
EIRV,0.0
EIRW,0.0
EIRP,0.0
EIRQ,0.0
EIRR,0.00793
EIRS,0.0
VNTL,2.17515636364
VNTM,3.43094666667
VNTN,0.0
VNTH,0.0160933333333
EIRY,0.0
VNTK,0.0
FCGY,0.01848
SHRT,0.0
FGGG,0.00730571428571
GCTM,1.21192
PVCV,0.0118942857143
HEHQ,0.0
HEHP,0.0
WYIL,0.021125
HEHS,0.0
HEHR,0.0
HEHT,0.0
HEHW,0.0
YIKC,0.0
YIKA,0.0
YIKG,0.05431
WIPS,0.0
YIKI,0.0
YIKN,0.0
YIKM,0.0
FGGC,0.018585
YIKS,0.0
YIKP,0.0
YIKW,0.0
YIKV,0.0
GRCG,0.009514
YDCS,0.05546
WIPT,0.0
AQHR,0.0
HEHA,0.0
KNYY,0.0
SSGY,9.851363333330001
KNYP,0.0
KNYQ,0.0
KNYR,0.0
KNYS,0.0
KNYT,0.0
KNYV,0.0
KNYW,0.0
KNYH,0.0
KNYI,0.0
KNYK,0.0
KNYL,0.01001
KNYM,0.0
KNYN,0.0
KNYA,0.0
YDCQ,0.08946
KNYC,0.0
KNYD,0.0
KNYE,0.0
KNYF,0.0
KNYG,0.04225
PWVC,0.0
RMSC,0.011385
HHHH,0.0
RMSG,0.0
WIPW,0.0
HHHK,0.0
RMSK,0.0
AIGC,5.618823333330001
RMSH,0.00212111111111
WTPH,0.0
HHHG,0.0
DDCW,0.0
GRCD,0.0
GFWM,0.0
GFWK,0.0
HYLI,0.10184
HYLH,0.0
HYLK,0.0
HYLM,0.17109
HYLL,0.17951
HYLN,0.0
HYLA,0.01729
HYLC,0.013585
DDCR,0.0
HYLE,0.0
HYLD,0.0
HYLG,0.0237716666667
HYLF,0.007529999999999999
HYLY,0.0
HYLQ,0.0
HYLP,0.0
HYLS,0.0
HYLR,0.0
HYLT,0.0
HYLW,0.0
HYLV,0.075435
KCKC,0.0
KCKA,0.0
KCKG,0.0
KCKF,0.0
KCKE,0.0
KCKD,0.0
KCKH,0.0
KCKN,0.0
GCTS,0.340978571429
KCKL,0.0
KCKS,0.0
KCKP,0.0
KCKV,0.0
KCKT,0.0
KCKY,0.0
THMK,0.07128999999999999
RMSY,0.003665
QKML,0.01268
GCTP,0.0
PTYH,0.0
YIPF,0.00343
YIPG,0.0
YIPD,0.0
DDCM,0.0
YIPE,0.0
GFWW,1.026555
QKMD,0.0
PTYA,0.0
ADRT,0.0
ISWI,0.007713333333329999
ISWH,0.0
ISWK,0.02113
ISWM,0.00528666666667
ISWL,0.0141266666667
ISWN,0.00488
ISWA,0.005095000000000001
GFWR,0.006345
ISWC,0.0119833333333
ISWE,0.0
ISWD,0.0
ISWG,0.003735
ISWF,0.005786666666670001
ISWY,0.135246666667
ISWQ,0.0231766666667
ISWP,0.0
ISWS,0.000917777777778
ISWR,0.00529
ISWT,2.56097833333
ISWW,0.0
ISWV,0.00766666666667
PAYR,0.0
PAYS,0.0
PAYP,0.0
PAYQ,0.0
PAYV,0.0
PAYW,0.0
PAYT,0.0
QKMS,0.0
PAYH,0.0
PAYI,0.006345
PAYN,0.063375
PAYL,0.0
PAYM,0.0
PAYC,0.0
PAYA,0.0
PAYF,0.0
PAYG,0.0
PAYD,0.0
PAYE,0.0
YIPV,0.3329975
QKMP,0.0
YIPT,0.001705
QKMV,0.0
YIPR,0.0
QKMT,0.0
YIPS,0.00514666666667
YIPP,0.0
WIPA,0.0
TRHA,0.0
LANG,0.002544
LANF,0.00406
LANE,0.0
LAND,0.0
LANC,0.0
LANA,0.0
LANN,0.0
LANM,0.00793
LANL,0.00949333333333
LANK,0.0
LANI,0.008759999999999999
LANH,0.01008
LANW,0.0
LANV,0.0
LANT,0.0
LANS,0.009490714285709998
LANR,0.00284
LANQ,0.005078
LANP,0.0
YIPY,0.0
LANY,0.002542
